ten_quan,dia_chi,so_dien_thoai,rating,gio_mo_cua,lat,lon,gia_trung_binh,thuc_don,hinh_anh,data_id,khau_vi,mo_ta
Barackxy Coffee,"292/2a Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 931 876 109,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 19:30,10.802403,106.7117426,,,,0x317529fb371dd1c9:0xf5f576c41a9d5a09,,
ĐEN Coffee,"71/1/3 Nguyễn Văn Thương, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.801807499999999,106.718904,1-100.000 ₫,,,0x3175297a1554fc79:0xefdb47282f53ddc8,,
Ben coffee 1994,"Đ. Vạn Kiếp, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cả ngày,10.7966167,106.6939499,1-100.000 ₫,,,0x317529e8fa975925:0x52e27afba87cff92,,
Cheese Coffee,"141 Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3840 8331,4.2,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.794915999999999,106.709238,1-100.000 ₫,,,0x317528b19b05b10b:0x4af573dbd29132cc,,
Yasmin Coffee,"65 Điện Biên Phủ, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 898 926 862,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7947697,106.7001056,,,,0x317529a646d4e047:0xcb86cf6920884069,,
Vi Coffee,"40/9 Đ. Lê Đức Thọ, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 933 055 005,4.9,Mở cả ngày,10.8329424,106.6831553,1-100.000 ₫,,,0x317529ddf63f85a9:0x27fff84ddf9a3187,,
Sống Cà Phê,"129 Đ. Nguyễn Văn Lượng, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh 71413, Việt Nam",+84 982 401 230,4.9,Mở cả ngày,10.8384436,106.6759919,1-100.000 ₫,,,0x317529f29828978f:0xe3fb3f23d82d5dbb,,
AMERICANO COFFEE,"240 Đ. Phạm Văn Chiêu, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 836 624 240,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.848458599999999,106.6487837,1-100.000 ₫,,,0x31752900741ccb77:0x4281e36d3a586edc,,
VIP COFFEE,"29/61 Đ. Lê Đức Thọ, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 938 582 423,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.831272199999999,106.6801073,1-100.000 ₫,,,0x317529ebd08c8c19:0x4a2556853aabbd0d,,
T. COFFEE,"Đ. Số 5, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 937 726 852,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8467184,106.6755167,1-100.000 ₫,,,0x31752983057bf635:0xc65a83eba8886b10,,
Garage Coffee,"709a Đ. Phan Văn Trị, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 975 849 927,4.5,Mở cả ngày,10.827710399999999,106.6867272,1-100.000 ₫,,,0x317529e2181284db:0x517b2aab3009851b,,
Nap coffee,"998/3 Hẻm 998 Quang Trung, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 946 772 992,4.6,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.8399222,106.6470622,1-100.000 ₫,,,0x3175299ea1ffd7c1:0xe76830427c76bb77,,
The Coffee House - Nguyễn Văn Lượng,"266 Đ. Nguyễn Văn Lượng, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.8388388,106.6713737,1-100.000 ₫,,,0x317529abeec24bb3:0x1888cc7cfb6c722e,,
Tiệm Cà Phê Mê Gò Vấp,"672A50 Đ. Phan Văn Trị, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 938 330 198,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.8340617,106.6691286,1-100.000 ₫,,,0x317529006e55a983:0xd712754fd93febd9,,
Bamos Coffee Gò Vấp - Cà phê 24h,"496/38 Dương Quảng Hàm, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 707 014 095,4.5,Mở cả ngày,10.837298299999999,106.685535,1-100.000 ₫,,,0x31752f96d059283f:0xd38b0f9f28748d3f,,
Trạm Coffee & Milk Tea,"12 Dương Quảng Hàm, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 919 534 435,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.8285477,106.6895147,1-100.000 ₫,,,0x317529007a06f253:0x818550f2c1cfabe7,,
Kavie Coffee,"1 Đ. Số 2, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 777 799 444,5.0,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.8449858,106.661277,1-100.000 ₫,,,0x317529fa83d7d1d5:0x11fbad5172ab7102,,
Phen’s Coffee,"142 Đ. Nguyễn Văn Công, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 396 439 014,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8236785,106.6762533,1-100.000 ₫,,,0x3175298400a727a1:0xc5b1f7fdbeffbe10,,
Citi Coffee,"102 Đường số 10, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 914 433 311,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.836822,106.6681631,1-100.000 ₫,,,0x31752924b8f64d51:0xb175da9029519ad4,,
LAVA coffee,"61 Đ. Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 828 868 046,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8274344,106.6768308,1-100.000 ₫,,,0x317529a7f412e47b:0x393860b5882676b1,,
The CoCo Coffee 24H - Rooftop Coffee Gò Vấp,"312 Dương Quảng Hàm, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 775 825 448,4.9,Mở cả ngày,10.8311947,106.6873169,,,,0x31752923585c45df:0x4860a9c45b0ce514,,
Cafe độc & lạ,"16 Đ. Số 9, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,4.7,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8463543,106.669672,1-100.000 ₫,,,0x317529f93c6a1e09:0x88be75edb4cb6700,,
The Coffee House - Phan Văn Trị,"771 Đ. Phan Văn Trị, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.828046599999999,106.6852521,1-100.000 ₫,,,0x317528f94e9df9f7:0x2ee87b5d261cd681,,
Kai Coffee - Nguyễn Oanh,"138 Nguyễn Oanh, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 28 2245 0303,4.4,Mở cả ngày,10.8315193,106.6772776,1-100.000 ₫,,,0x3175293bc69d430d:0x9a594e66677ea602,,
Cathay Coffee,"148 Đ. Nguyễn Văn Công, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 908 107 177,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8236083,106.6761513,1-100.000 ₫,,,0x31752988ed12686b:0xbe85ecba774d7167,,
Thành Coffee,"1 Đ. Nhiêu Tứ, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 396 803 459,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.8019967,106.6892909,1-100.000 ₫,,,0x317529000fe3a20b:0x6190cd6fa610aa56,,
The Coffee House Hồng Hà,"18 Hồng Hà, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:30,10.8132485,106.667024,1-100.000 ₫,,,0x317529187b86ecc3:0x50575b27eab9f376,,
THE WISELANDS Coffee,"216 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 334 626 989,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.783004,106.6898619,1-100.000 ₫,,,0x31752f52793bd42f:0x1881b2f0ed07cae4,,
181COFFEE,"181/7/37 Phan Đăng Lưu, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 906 033 336,4.6,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.800412,106.6824965,1-100.000 ₫,,,0x3175290abb81de6f:0x89e1f39e30efc94b,,
See'm Coffee & Rooftop Quận 1,"85 Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.7904819,106.6996119,1-100.000 ₫,,,0x317529bcfb5fe975:0x3cadcc34c3d16611,,
Early Morning Tea & Coffee,"3A, Đ. Hoa Phượng/388 Trường Sa, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 28 3517 2039,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.796778399999999,106.6866376,1-100.000 ₫,,,0x317528d1c022e631:0x5d44533327a16ce7,,
The Coffee House - Lê Văn Sỹ,"281 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7108 7088,4.2,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7943106,106.667886,1-100.000 ₫,,,0x31752f2bad8c2d6d:0x4b2737785f3d4a06,,
The Xi Cafe,"14E Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 907 401 493,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7967161,106.6695572,1-100.000 ₫,,,0x31752905808f33fb:0xd4c7c2d7964bb17b,,
The Will Coffee,"11 Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 979 930 993,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 19:00,10.785934899999999,106.7006448,1-100.000 ₫,,,0x31752f25d1bf2507:0x14efe92eaa44166c,,
Cộng Cà Phê,"274 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 911 866 513,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.7890403,106.6908921,1-100.000 ₫,,,0x31752fc6669c4ebf:0xb115a187ff220981,,
Highlands Coffee Mạc Đĩnh Chi,"39 Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3512 7355,4.1,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.785327299999999,106.6989273,1-100.000 ₫,,,0x31752f3594ff6a6b:0x8cf7539d65ee44e2,,
The Hideout Coffee And More,"16 Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 522 905 915,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7911925,106.7000454,1-100.000 ₫,,,0x31752997ce03e72f:0x10b6e313c29e193b,,
Coffee House,"29/28 Đ. Đoàn Thị Điểm, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3995 0561,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.799181599999999,106.6826578,1-100.000 ₫,,,0x317528d0cf43e0a1:0xfdfcb91aca689842,,
FC Good Coffee,"Q3 Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 394 231 368,4.4,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.787727,106.691623,$$,,,0x3175290b4cdec1c9:0xc4526c1a285f15ec,,
STARCAFE1A,"RM68+H94, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 1:00,10.8113938,106.6659599,1-100.000 ₫,,,0x31752963ac6a3e5f:0xcf3507231fdbc5c9,,
K-ARABICA Specialty Coffee,"281/39A Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 902 616 068,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 18:00,10.792233999999999,106.6663992,1-100.000 ₫,,,0x3175292ad9e405bf:0x8c183942f30b3ee4,,
Crea Coffee & Studio,"48/03 Đ. Út Tịch, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 72106, Việt Nam",+84 337 747 191,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.796652199999999,106.6584844,1-100.000 ₫,,,0x317529ef44508625:0x7961f99648c4d03,,
"MAMA coffee , tea and drinks","308 Đ. Bàu Cát, Phường 11, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 902 672 300,5.0,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:30,10.7900045,106.6470434,1-100.000 ₫,,,0x31752f7b539861e7:0x924d8cab9f0f57c6,,
TEEMAY COFFEE ROASTERS,"119 Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 903 671 007,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.801352999999999,106.6519895,100-200 N ₫,,,0x3175294822c9d0bf:0x7ae7e0ff6b037add,,
Hạ An Corner,"41/6 Đồng Xoài, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 764 910 789,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.801074,106.645511,1-100.000 ₫,,,0x31752929fc3e51d5:0x8001e738edd88e24,,
Chạm Cafe (Clean and Roasted Coffee),"33 Lê Trung Nghĩa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 345 446 779,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.8004005,106.6515815,1-100.000 ₫,,,0x317529f49ee555c5:0xcf0286024a46e3af,,
Fc Good Coffee,"10 Đô Đốc Thủ, Tân Quý, Tân Phú, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 906 820 838,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.792368,106.6291251,1-100.000 ₫,,,0x31752f18dfd4635b:0x7d1ad3c573712e83,,
DEMI Coffee and Tea,"1221 Hoàng Sa, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 937 913 727,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.7908361,106.6646866,,,,0x31752f2c305c6a31:0xe61289231e06df11,,
COFFEE 24/24,"94 Đ. Nguyễn Hồng Đào, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 908 254 089,4.9,Mở cả ngày,10.794905199999999,106.6424752,1-100.000 ₫,,,0x3175290019641ea1:0xe396b8f02a1d4ea4,,
The Flight Deck Coffee and Simulated Coffee,"86 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 919 686 320,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7944242,106.669235,1-100.000 ₫,,,0x3175290037c6c319:0xae40b42a3e9c8021,,
KAI Coffee - Bàu Cát,"119 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 6689 3232,4.3,Mở cả ngày,10.7925375,106.6425304,1-100.000 ₫,,,0x3175294d35843c83:0xd54e5d21397e4c71,,
Xiu Chill Coffee & Tea,"2 Thoại Ngọc Hầu, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 938 739 838,5.0,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7858705,106.6413468,1-100.000 ₫,,,0x31752f0024a526a9:0x25986b163688bef3,,
Đồng Cafe - Bàu Cát,"157 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 903 891 553,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7923229,106.6431297,1-100.000 ₫,,,0x31752972bd1693f1:0xc0fcb0ee26fe0a81,,
Highlands Coffee Vincom Cộng Hòa,"15-17 Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",,4.2,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.8008378,106.6578078,1-100.000 ₫,,,0x317529b633c61489:0x812cab0649dafe2b,,
Em Xinh Coffee,"743 Cách Mạng Tháng Tám, Phường 6, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 0:00,10.7877067,106.6627979,1-100.000 ₫,,,0x31752ffa67b717dd:0xb905286e8aa7a217,,
Merci coffee,"385a Cộng Hòa, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 877 639 888,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8032943,106.6379018,1-100.000 ₫,,,0x317529d34bf406f1:0x631d948f75e00f83,,
Friday Coffee,"33 Lê Trọng Tấn, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.804141,106.6320334,,,,0x317529004601b63b:0xf20e29ec7d31e733,,
Highlands Coffee Bàu Cát,"1-3-5 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3812 2568,4.2,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 23:00,10.793464199999999,106.6403541,1-100.000 ₫,,,0x31752952a4b8546d:0xdca6a558d4f6cbc6,,
Coffee 24Hours,"51 Số 5, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 859 775 977,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 21:00,10.852619899999999,106.769394,1-100.000 ₫,,,0x317527a6e4918337:0x5c2ae904b111053a,,
AMERICANO COFFEE - 10 Hồng Đức,"10 Hồng Đức, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 967 235 230,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:30,10.8426116,106.766912,1-100.000 ₫,,,0x3175276f11329d6b:0xbff7df9ecbbb0210,,
Càhê hông? Coffee & Tea,"15a1 Đường số 12, Thành phố, Thủ Đức, Thành phố Hồ Chí Minh 10000, Việt Nam",,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.8382542,106.7747674,1-100.000 ₫,,,0x3175273003d3adc5:0x4a66e3cf2bbb3e63,,
Bamos Coffee Thủ Đức - Cà phê 24h (Linh Trung),"22/6 Đ. Số 7, khu phố 3, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 707 014 095,4.4,Mở cả ngày,10.857386799999999,106.7673466,1-100.000 ₫,,,0x3175272c2e4a686d:0x78210bb3a2acfbd0,,
The Coffee House - Tô Ngọc Vân,"116 Đ. Tô Ngọc Vân, Linh Tây, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 28 7108 7088,4.3,Mở cửa lúc 7:00 · Đóng cửa vào 22:00,10.8531256,106.7519247,1-100.000 ₫,,,0x31752721861d9797:0x5f37e781260f0441,,
Tiệm lẩu Hongkong - Binloship 打邊爐,"37/32 Trần Đình Xu, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 902 628 169,4.7,Mở cửa lúc 18:00 ⋅ Đóng cửa vào 23:00,10.7602242,106.6907688,200-300 N ₫,,,0x31752f07fc2a89d1:0x542ac04dee18a8c2,,
Vạn Quán - Lẩu Gà Lá É 3 Q.1,"45 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 332 773 758,4.7,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 2:30,10.764118999999999,106.696286,100-200 N ₫,,,0x31752fd43cadcfe3:0xec96a74115e5c6b5,,
TIỆM LẨU BÒ TRONG HẺM,"140B Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 903 067 175,4.4,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 22:30,10.7872901,106.6846155,100-200 N ₫,,,0x31752feea4017689:0x11a9fe720384bf1d,,
Lẩu Nướng Thuận Việt | lẩu nướng Vĩnh Khánh | | lẩu ngon quận 4 |,"424 Đ. Vĩnh Khánh, Phường 8, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",+84 901 349 616,4.9,Mở cửa vào 16:00 ⋅ Đóng cửa vào 23:00,10.760939299999999,106.703049,,,,0x31752f003b769b43:0x627e4bf7ab931606,,
A Chan Hotpot- Tiệm Lẩu Đài Loan A Chan,"246 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 909 352 259,4.9,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 2:00,10.7721062,106.6941588,300-400 N ₫,,,0x31752f002c5d2601:0xd73302a05227abbb,,
Lẩu HongKong Tiêm Sa Chuỷ 80s - Dakao Q1,"48 Nguyễn Bỉnh Khiêm, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 937 164 717,4.9,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 23:00,10.7916895,106.7003435,200-300 N ₫,,,0x3175299f9baceab5:0xb56346bb33b6c78e,,
Simple T - Lẩu Viên Oden,"245/39 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 932 522 028,5.0,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 22:00,10.764465699999999,106.6883688,1-100.000 ₫,,,0x31752f151ae52f79:0x1bce3c66756d61d,,
"Thế Giới Bò - Nướng, sốt & lẩu","6 Đ. Vĩnh Khánh, Phường 9, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 907 988 770,4.7,Mở cửa lúc 18:00 ⋅ Đóng cửa vào 0:30,10.7640355,106.7012784,$$,,,0x31752faa336055a9:0x107ded0f4a4ba920,,
Quán Lẩu Dê 218 - 老賴羊肉火锅 - 1980,"218 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3825 1085,4.5,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 22:00,10.767968399999999,106.7004895,200-300 N ₫,,,0x31752f40050f06fd:0x5786106e43e38282,,
Lẩu chảo Đài Loan Tian Hotpot,"25/1 Tôn Thất Tùng, Phường Phạm Ngũ Lão, Q1, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 789 826 826,4.9,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 0:30,10.7703516,106.6878662,100-200 N ₫,,,0x31752f185f0ce0ad:0x71aeea97b5c403fb,,
Lẩu Bò Tường Vi,"2A4 Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 902 900 339,4.8,Mở cửa vào 16:00 ⋅ Đóng cửa vào 23:00,10.79073,106.7053332,100-200 N ₫,,,0x317529004dfa8cd7:0xaee63b54b86e252e,,
Quán Lẩu Cá,"314 Hoà Hưng, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,4.5,Mở cửa lúc 18:00 ⋅ Đóng cửa vào 22:00,10.7781256,106.671152,100-200 N ₫,,,0x31752ed991c0ba3d:0x821bb5b9d38e314d,,
Lẩu Gà Lá É Phú Yên Hội Ngộ,"716b Trường Sa, Phường 14, Quận 3, Thành phố Hồ Chí Minh 74000, Việt Nam",+84 919 751 279,4.3,Mở cửa lúc 18:00 ⋅ Đóng cửa vào 23:00,10.7900306,106.6810063,100-200 N ₫,,,0x31752f295c918f85:0xf1d04ff99157cf01,,
Quán Bò Nướng Ngói và Lẩu Bò Cô Tư,"79 Bàn Cờ, P.3, Quận 3, Thành phố Hồ Chí Minh 72400, Việt Nam",+84 794 854 241,4.5,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 0:00,10.7706796,106.6792186,100-200 N ₫,,,0x31752fc2367f6b05:0x764dc951d755b5ac,,
Lẩu Cua Cà Mau - Lẩu cua Hiếu ( CMT8),"285/32 Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3979 7789,4.2,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 23:30,10.778256299999999,106.6787448,$$,,,0x31752f27cb8b0ec3:0xe7ff154eb5a8b472,,
Thái Sumo Lẩu cá viên Quận 4,"005 Lô B2 đường 12B, Chung cư, Quận 4, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 909 125 631,4.9,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 22:00,10.755149099999999,106.7004933,100-200 N ₫,,,0x31752f72c822bfc9:0x38a6a00970bd3fca,,
ĐỒNG HƯƠNG QUÁN | LẨU ẾCH MĂNG CAY QUẬN 7,"39 Đ. Số 14, P. Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 705 414 275,4.9,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 0:00,10.7447181,106.7116124,100-200 N ₫,,,0x317525775d6afe5b:0x5887350adb3d0770,,
Tiệm Nướng 1989 - Buffet Nướng Lẩu Xiên Que,"80 Đ. Tân Mỹ, Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 906 304 669,4.8,Mở cửa lúc 17:00 ⋅ Đóng cửa vào 22:00,10.7508631,106.7197206,100-200 N ₫,,,0x31752f386f16c307:0x19654e8f90277bf5,,
Lẩu Cua Đồng Song Luân,"44 Đường số 11N, Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 902 407 276,4.9,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 22:00,10.7485731,106.7166199,100-200 N ₫,,,0x31752f384572b65d:0xb8151289d9c3ea16,,
Tiệm Lẩu Cá Nemo,"903/59 Hoàng Trọng Mậu, P, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cửa vào 16:00 ⋅ Đóng cửa vào 23:00,10.7483542,106.6957935,100-200 N ₫,,,0x31752f12a246814f:0x868b64a0e8cee216,,
Lẩu bò Quang Khải Võ Văn Kiệt,"338 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 903 383 883,4.2,Mở cửa lúc 16:00 ⋅ Đóng cửa vào 23:30,10.760907,106.6952512,200-300 N ₫,,,0x31752f112d673e0b:0xc2436233f350fdb,,
